ElapsedTime,SOC,BatteryVoltage,InSun
5620.00,1.0000,25.2000,1
5630.00,1.0000,25.2000,1
5640.00,1.0000,25.2000,1
5650.00,1.0000,25.2000,1
5660.00,1.0000,25.2000,1
5670.00,1.0000,25.2000,1
5680.00,1.0000,25.2000,1
5690.00,1.0000,25.2000,1
5700.00,1.0000,25.2000,1
5710.00,1.0000,25.2000,1
5720.00,1.0000,25.2000,1
5730.00,1.0000,25.2000,1
5740.00,1.0000,25.2000,1
5750.00,1.0000,25.2000,1
5760.00,1.0000,25.2000,1
5770.00,1.0000,25.2000,1
5780.00,1.0000,25.2000,1
5790.00,1.0000,25.2000,1
5800.00,1.0000,25.2000,1
5810.00,1.0000,25.2000,1
5820.00,1.0000,25.2000,1
5830.00,1.0000,25.2000,1
5840.00,1.0000,25.2000,1
5850.00,1.0000,25.2000,1
5860.00,1.0000,25.2000,1
5870.00,1.0000,25.2000,1
5880.00,1.0000,25.2000,1
5890.00,1.0000,25.2000,1
5900.00,1.0000,25.2000,1
5910.00,1.0000,25.2000,1
5920.00,1.0000,25.2000,1
5930.00,1.0000,25.2000,1
5940.00,1.0000,25.2000,1
5950.00,1.0000,25.1999,1
5960.00,0.9999,25.1998,1
5970.00,0.9998,25.1995,1
5980.00,0.9997,25.1992,1
5990.00,0.9995,25.1987,1
